"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"CY108928","906","Human","4 (HA)","H3N2","China","N","2009/07","Influenza A virus (A/Fujian-Fengze/316/2009(H3N2))","","","","","","p"
"CY108804","960","Human","4 (HA)","H3N2","China","N","2008/10/09","Influenza A virus (A/Fujian-Gulou/11026/2008(H3N2))","","","","","","p"
"CY108885","960","Human","4 (HA)","H3N2","China","N","2009/02/26","Influenza A virus (A/Fujian-Gulou/1216/2009(H3N2))","","","","","","p"
"CY108744","806","Human","4 (HA)","H3N2","China","N","2008/06/26","Influenza A virus (A/Fujian-Gulou/1658/2008(H3N2))","","","","","","p"
"KP459141","806","Human","4 (HA)","H3N2","China","N","2008/06/26","Influenza A virus (A/Fujian-Gulou/1658/2008(H3N2))","","","","","","p"
"CY108910","906","Human","4 (HA)","H3N2","China","N","2009/05","Influenza A virus (A/Fujian-Huian/31/2009(H3N2))","","","","","","p"
"CY108911","906","Human","4 (HA)","H3N2","China","N","2009/05","Influenza A virus (A/Fujian-Huian/39/2009(H3N2))","","","","","","p"
"CY108917","906","Human","4 (HA)","H3N2","China","N","2009/05","Influenza A virus (A/Fujian-Jinjiang/35/2009(H3N2))","","","","","","p"
"CY108897","960","Human","4 (HA)","H3N2","China","N","2009/03/11","Influenza A virus (A/Fujian-Jinjiang/51/2009(H3N2))","","","","","","p"
"CY108856","906","Human","4 (HA)","H3N2","China","N","2009/04","Influenza A virus (A/Fujian-Shishi/53/2009(H3N2))","","","","","","p"
"CY108858","906","Human","4 (HA)","H3N2","China","N","2009/05","Influenza A virus (A/Fujian-Siming/1121/2009(H3N2))","","","","","","p"
"CY108927","906","Human","4 (HA)","H3N2","China","N","2009/07","Influenza A virus (A/Fujian-Siming/1254/2009(H3N2))","","","","","","p"
"CY108840","906","Human","4 (HA)","H3N2","China","N","2009/02","Influenza A virus (A/Fujian-Siming/132/2009(H3N2))","","","","","","p"
"CY108758","858","Human","4 (HA)","H3N2","China","N","2008/08","Influenza A virus (A/Fujian-Tongan/1390/2008(H3N2))","","","","","","p"
"CY108888","960","Human","4 (HA)","H3N2","China","N","2009/03/03","Influenza A virus (A/Fujian-Tongan/142/2009(H3N2))","","","","","","p"
"KP457182","1698","Human","4 (HA)","H3N2","China","N","2009/03/03","Influenza A virus (A/Fujian-Tongan/142/2009(H3N2))","","","","","","nc"
"CY108817","956","Human","4 (HA)","H3N2","China","N","2008/11/25","Influenza A virus (A/Fujian-Tongan/1460/2008(H3N2))","","","","","","p"
"CY108857","906","Human","4 (HA)","H3N2","China","N","2009/05","Influenza A virus (A/Fujian-Tongan/196/2009(H3N2))","","","","","","p"
"CY108920","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Fujian-Xiangcheng/52/2009(H3N2))","","","","","","p"
"KP457367","1698","Human","4 (HA)","H3N2","China","N","2007/01/08","Influenza A virus (A/Gansu Baiyin/39/2007(H3N2))","","","","","","nc"
"KP458960","1650","Human","4 (HA)","H3N2","China","N","2007/01/04","Influenza A virus (A/Gansu Chengguan/11/2007(H3N2))","","","","","","p"
"CY108647","960","Human","4 (HA)","H3N2","China","N","2007/01/18","Influenza A virus (A/Gansu-Chengguan/1109/2007(H3N2))","","","","","","p"
"CY108648","960","Human","4 (HA)","H3N2","China","N","2007/01/18","Influenza A virus (A/Gansu-Chengguan/1115/2007(H3N2))","","","","","","p"
"CY108649","960","Human","4 (HA)","H3N2","China","N","2007/01/30","Influenza A virus (A/Gansu-Chengguan/1190/2007(H3N2))","","","","","","p"
"CY108650","960","Human","4 (HA)","H3N2","China","N","2007/02/09","Influenza A virus (A/Gansu-Chengguan/1242/2007(H3N2))","","","","","","p"
"CY108791","899","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Gansu-Chengguan/1413/2008(H3N2))","","","","","","p"
"CY108759","906","Human","4 (HA)","H3N2","China","N","2008/05","Influenza A virus (A/Gansu-Chengguan/1448/2008(H3N2))","","","","","","p"
"KP457497","1015","Human","4 (HA)","H3N2","China","N","2008/05/07","Influenza A virus (A/Gansu-Chengguan/1448/2008(H3N2))","","","","","","p"
"CY108796","906","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Gansu-Maiji/1314/2008(H3N2))","","","","","","p"
"CY108651","960","Human","4 (HA)","H3N2","China","N","2007/03/03","Influenza A virus (A/Gansu-Maiji/153/2007(H3N2))","","","","","","p"
"CY108824","960","Human","4 (HA)","H3N2","China","N","2008/12/26","Influenza A virus (A/Gansu-Qingshui/316/2008(H3N2))","","","","","","p"
"CY108652","960","Human","4 (HA)","H3N2","China","N","2007/01/12","Influenza A virus (A/Gansu-Qinzhou/134/2007(H3N2))","","","","","","p"
"KP458183","987","Human","4 (HA)","H3N2","China","N","2010/09/07","Influenza A virus (A/Guangdong Maoming Maonan/11345/2010(H3N2))","","","","","","p"
"KP456378","1698","Human","4 (HA)","H3N2","China","N","2009/07/15","Influenza A virus (A/Guangdong-Futian/1253/2009(H3N2))","","","","","","nc"
"CY108930","906","Human","4 (HA)","H3N2","China","N","2009/07","Influenza A virus (A/Guangdong-Futian/1253/2009(H3N2))","","","","","","p"
"CY108918","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Guangdong-Luohu/1256/2009(H3N2))","","","","","","p"
"CY121060","1732","Human","4 (HA)","H3N2","China","N","2009","Influenza A virus (A/Guangdong-Luohu/1256/2009(H3N2))","","","","","","c"
"CY108919","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Guangdong-Luohu/1257/2009(H3N2))","","","","","","p"
"KP459296","1698","Human","4 (HA)","H3N2","China","N","2009/06/01","Influenza A virus (A/Guangdong-Luohu/1257/2009(H3N2))","","","","","","nc"
"CY108926","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Guangdong-Luohu/1317/2009(H3N2))","","","","","","p"
"CY108914","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Guangdong-Maonan/33/2009(H3N2))","","","","","","p"
"CY108913","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Guangdong-Maonan/37/2009(H3N2))","","","","","","p"
"CY108922","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Guangdong-Maonan/38/2009(H3N2))","","","","","","p"
"CY108912","906","Human","4 (HA)","H3N2","China","N","2009/05","Influenza A virus (A/Guangdong-Yuncheng/1320/2009(H3N2))","","","","","","p"
"CY091825","1762","Human","4 (HA)","H3N2","China","N","2007/03/08","Influenza A virus (A/Guangdong/04/2007(H3N2))","","","","","","c"
"CY125677","1762","Human","4 (HA)","H3N2","China","N","2012/04/09","Influenza A virus (A/Guangdong/1078/2012(H3N2))","","","","","","c"
"CY125679","1762","Human","4 (HA)","H3N2","China","N","2012/03/29","Influenza A virus (A/Guangdong/1104/2012(H3N2))","","","","","","c"
"CY091827","1762","Human","4 (HA)","H3N2","China","N","2009/09/04","Influenza A virus (A/Guangdong/1105/2009(H3N2))","","","","","","c"
"MF150435","1701","Human","4 (HA)","H3N2","China","N","2013/03/26","Influenza A virus (A/Guangdong/114/2013(H3N2))","","","","","","c"
"CY125681","1762","Human","4 (HA)","H3N2","China","N","2012/04/25","Influenza A virus (A/Guangdong/1154/2012(H3N2))","","","","","","c"
"MF113172","1701","Human","4 (HA)","H3N2","China","N","2015/02/21","Influenza A virus (A/Guangdong/116/2015(H3N2))","","","","","","c"
"MF113182","1701","Human","4 (HA)","H3N2","China","N","2016/01/18","Influenza A virus (A/Guangdong/12/2016(H3N2))","","","","","","c"
"MF113173","1701","Human","4 (HA)","H3N2","China","N","2015/03/04","Influenza A virus (A/Guangdong/138/2015(H3N2))","","","","","","c"
"CY091829","1762","Human","4 (HA)","H3N2","China","N","2007/04/07","Influenza A virus (A/Guangdong/15/2007(H3N2))","","","","","","c"
"CY091831","1762","Human","4 (HA)","H3N2","China","N","2007/04/10","Influenza A virus (A/Guangdong/17/2007(H3N2))","","","","","","c"
"CY125683","1762","Human","4 (HA)","H3N2","China","N","2011/08/16","Influenza A virus (A/Guangdong/174/2011(H3N2))","","","","","","c"
"CY125685","1762","Human","4 (HA)","H3N2","China","N","2011/09/26","Influenza A virus (A/Guangdong/187/2011(H3N2))","","","","","","c"
"MF113174","1701","Human","4 (HA)","H3N2","China","N","2015/03/24","Influenza A virus (A/Guangdong/188/2015(H3N2))","","","","","","c"
"CY125687","1762","Human","4 (HA)","H3N2","China","N","2011/09/15","Influenza A virus (A/Guangdong/192/2011(H3N2))","","","","","","c"
"CY125689","1762","Human","4 (HA)","H3N2","China","N","2011/11/23","Influenza A virus (A/Guangdong/222/2011(H3N2))","","","","","","c"
"MF113183","1701","Human","4 (HA)","H3N2","China","N","2016/03/07","Influenza A virus (A/Guangdong/264/2016(H3N2))","","","","","","c"
"CY091833","1762","Human","4 (HA)","H3N2","China","N","2007/04/12","Influenza A virus (A/Guangdong/30/2007(H3N2))","","","","","","c"
"CY091835","1762","Human","4 (HA)","H3N2","China","N","2008/07/14","Influenza A virus (A/Guangdong/314/2008(H3N2))","","","","","","c"
"CY091837","1762","Human","4 (HA)","H3N2","China","N","2010/08/13","Influenza A virus (A/Guangdong/322/2010(H3N2))","","","","","","c"
"MF150436","1701","Human","4 (HA)","H3N2","China","N","2013/06/25","Influenza A virus (A/Guangdong/403/2013(H3N2))","","","","","","c"
"CY091839","1762","Human","4 (HA)","H3N2","China","N","2009/04/05","Influenza A virus (A/Guangdong/423/2009(H3N2))","","","","","","c"
"MF150437","1701","Human","4 (HA)","H3N2","China","N","2013/07/01","Influenza A virus (A/Guangdong/424/2013(H3N2))","","","","","","c"
"CY091841","1762","Human","4 (HA)","H3N2","China","N","2010/10/15","Influenza A virus (A/Guangdong/429/2010(H3N2))","","","","","","c"
"CY091843","1762","Human","4 (HA)","H3N2","China","N","2010/09/20","Influenza A virus (A/Guangdong/441/2010(H3N2))","","","","","","c"
"CY091845","1762","Human","4 (HA)","H3N2","China","N","2010/10/22","Influenza A virus (A/Guangdong/460/2010(H3N2))","","","","","","c"
"CY091847","1762","Human","4 (HA)","H3N2","China","N","2009/05/07","Influenza A virus (A/Guangdong/472/2009(H3N2))","","","","","","c"
"MF150438","1701","Human","4 (HA)","H3N2","China","N","2013/08/14","Influenza A virus (A/Guangdong/473/2013(H3N2))","","","","","","c"
"MF150439","1701","Human","4 (HA)","H3N2","China","N","2013/09/02","Influenza A virus (A/Guangdong/519/2013(H3N2))","","","","","","c"
"CY091849","1762","Human","4 (HA)","H3N2","China","N","2009/05/26","Influenza A virus (A/Guangdong/522/2009(H3N2))","","","","","","c"
"MF150434","1701","Human","4 (HA)","H3N2","China","N","2013/03/27","Influenza A virus (A/Guangdong/54/2013(H3N2))","","","","","","c"
"CY091851","1762","Human","4 (HA)","H3N2","China","N","2008/10/22","Influenza A virus (A/Guangdong/548/2008(H3N2))","","","","","","c"
"MF113169","1701","Human","4 (HA)","H3N2","China","N","2015/01/07","Influenza A virus (A/Guangdong/55/2015(H3N2))","","","","","","c"
"CY091853","1762","Human","4 (HA)","H3N2","China","N","2009/06/23","Influenza A virus (A/Guangdong/560/2009(H3N2))","","","","","","c"
"CY091855","1762","Human","4 (HA)","H3N2","China","N","2008/09/27","Influenza A virus (A/Guangdong/578/2008(H3N2))","","","","","","c"
"MF113175","1701","Human","4 (HA)","H3N2","China","N","2015/07/01","Influenza A virus (A/Guangdong/580/2015(H3N2))","","","","","","c"
"MF113176","1701","Human","4 (HA)","H3N2","China","N","2015/06/28","Influenza A virus (A/Guangdong/583/2015(H3N2))","","","","","","c"
"MF113177","1701","Human","4 (HA)","H3N2","China","N","2015/07/07","Influenza A virus (A/Guangdong/616/2015(H3N2))","","","","","","c"
"MF113163","1701","Human","4 (HA)","H3N2","China","N","2014/06/10","Influenza A virus (A/Guangdong/671/2014(H3N2))","","","","","","c"
"MF113164","1701","Human","4 (HA)","H3N2","China","N","2014/06/04","Influenza A virus (A/Guangdong/704/2014(H3N2))","","","","","","c"
"MF113178","1701","Human","4 (HA)","H3N2","China","N","2015/08/11","Influenza A virus (A/Guangdong/716/2015(H3N2))","","","","","","c"
"MF113179","1701","Human","4 (HA)","H3N2","China","N","2015/08/17","Influenza A virus (A/Guangdong/724/2015(H3N2))","","","","","","c"
"MF113180","1701","Human","4 (HA)","H3N2","China","N","2015/09/09","Influenza A virus (A/Guangdong/743/2015(H3N2))","","","","","","c"
"MF113181","1701","Human","4 (HA)","H3N2","China","N","2015/10/14","Influenza A virus (A/Guangdong/747/2015(H3N2))","","","","","","c"
"MF113166","1701","Human","4 (HA)","H3N2","China","N","2014/06/12","Influenza A virus (A/Guangdong/748/2014(H3N2))","","","","","","c"
"MF113165","1701","Human","4 (HA)","H3N2","China","N","2014/05/14","Influenza A virus (A/Guangdong/753/2014(H3N2))","","","","","","c"
"MF113168","1701","Human","4 (HA)","H3N2","China","N","2015/01/06","Influenza A virus (A/Guangdong/8/2015(H3N2))","","","","","","c"
"MF113167","1701","Human","4 (HA)","H3N2","China","N","2014/06/20","Influenza A virus (A/Guangdong/802/2014(H3N2))","","","","","","c"
"MF113170","1701","Human","4 (HA)","H3N2","China","N","2015/02/03","Influenza A virus (A/Guangdong/85/2015(H3N2))","","","","","","c"
"MF150433","1701","Human","4 (HA)","H3N2","China","N","2013/02/14","Influenza A virus (A/Guangdong/9/2013(H3N2))","","","","","","c"
"CY091857","1762","Human","4 (HA)","H3N2","China","N","2008/05/07","Influenza A virus (A/Guangdong/93/2008(H3N2))","","","","","","c"
"CY099953","1762","Human","4 (HA)","H3N2","China","N","2011/03/09","Influenza A virus (A/Guangdong/94/2011(H3N2))","","","","","","c"
"CY125691","1762","Human","4 (HA)","H3N2","China","N","2012/03/27","Influenza A virus (A/Guangdong/947/2012(H3N2))","","","","","","c"
"MF113171","1701","Human","4 (HA)","H3N2","China","N","2015/02/02","Influenza A virus (A/Guangdong/97/2015(H3N2))","","","","","","c"
"MG198920","1701","Human","4 (HA)","H3N2","China","N","2017/07/15","Influenza A virus (A/Guangdong/SKLRD01/2017(H3N2))","","","","","","c"
"KJ473722","1761","Human","4 (HA)","H3N2","China","N","2008","Influenza A virus (A/Guangdong/ST798/2008(H3N2))","","","","","","c"
"CY106296","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ10/2007(H3N2))","","","","","","p"
"CY106297","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ100/2007(H3N2))","","","","","","p"
"CY106298","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ101/2007(H3N2))","","","","","","p"
"CY106299","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ102/2007(H3N2))","","","","","","p"
"CY106300","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ103/2007(H3N2))","","","","","","p"
"CY106301","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ104/2007(H3N2))","","","","","","p"
"CY106302","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ105/2007(H3N2))","","","","","","p"
"CY106303","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ107/2007(H3N2))","","","","","","p"
"CY106304","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ108/2007(H3N2))","","","","","","p"
"CY106305","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ109/2007(H3N2))","","","","","","p"
"CY106306","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ11/2007(H3N2))","","","","","","p"
"CY106307","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ110/2007(H3N2))","","","","","","p"
"CY106308","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ111/2007(H3N2))","","","","","","p"
"CY106309","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ112/2007(H3N2))","","","","","","p"
"CY106310","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ113/2007(H3N2))","","","","","","p"
"CY106311","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ114/2007(H3N2))","","","","","","p"
"CY106312","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ12/2007(H3N2))","","","","","","p"
"CY106313","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ123/2007(H3N2))","","","","","","p"
"CY106314","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ124/2007(H3N2))","","","","","","p"
"CY106315","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ125/2007(H3N2))","","","","","","p"
"CY106316","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ126/2007(H3N2))","","","","","","p"
"CY106317","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ127/2007(H3N2))","","","","","","p"
"CY106318","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ128/2007(H3N2))","","","","","","p"
"CY106319","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ129/2007(H3N2))","","","","","","p"
"CY106320","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ130/2007(H3N2))","","","","","","p"
"CY106321","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ131/2007(H3N2))","","","","","","p"
"CY106322","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ132/2007(H3N2))","","","","","","p"
"CY106323","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ133/2007(H3N2))","","","","","","p"
"CY106324","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ139/2007(H3N2))","","","","","","p"
"CY106325","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ140/2007(H3N2))","","","","","","p"
"CY106326","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ141/2007(H3N2))","","","","","","p"
"CY106327","877","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Guangdong/SZ142/2007(H3N2))","","","","","","p"
